期次|开奖号码||||
151024055|7|7|5|4|3
151024056|2|5|5|0|6
151024057|7|7|4|9|2
151024058|0|4|7|9|0
151024059|6|0|1|5|2
151024060|3|9|8|4|8
151024061|8|9|0|6|9
151024062|2|6|9|0|7
151024063|5|2|6|0|0
151024064|1|0|7|0|1
151024065|7|8|2|1|8
151024066|0|8|5|8|4
151024067|5|4|3|1|1
151024068|6|8|5|4|8
151024069|7|3|9|8|2
151024070|8|6|8|2|8
151024071|3|9|1|5|7
151024072|8|0|1|3|2
151024073|1|8|0|5|5
151024074|9|2|2|3|7
151024075|2|5|9|3|9
151024076|6|5|2|3|3
151024077|0|6|6|3|2
151024078|7|2|4|0|6
151024079|3|5|2|4|2
151024080|6|8|6|7|2
151024081|4|6|4|1|6
151024082|8|0|0|9|0
151024083|1|2|6|5|0
151024084|0|9|0|2|9
151024085|9|1|1|9|5
151024086|7|6|9|9|7
151024087|9|5|3|1|2
151024088|1|3|6|7|3
151024089|2|2|8|2|9
151024090|9|2|1|1|2
151024091|8|1|1|5|4
151024092|7|6|4|0|7
151024093|5|8|1|8|2
151024094|1|4|8|0|2
151024095|3|3|6|6|3
151024096|4|3|3|0|6
151024097|3|3|9|4|2
151024098|7|4|1|4|6
151024099|0|0|6|5|7
151024100|6|4|9|8|6
151024101|9|6|8|9|6
151024102|4|9|3|0|1
151024103|9|5|1|7|1
151024104|8|3|7|1|5
151024105|8|4|6|8|7
151024106|3|5|2|5|1
151024107|3|8|0|7|0
151024108|9|4|2|3|5
151024109|2|3|2|5|6
151024110|8|1|3|1|8
151024111|7|6|1|3|6
151024112|3|3|1|8|4
151024113|5|4|2|6|4
151024114|4|6|9|7|4
151024115|7|6|8|1|1
151024116|9|1|7|6|2
151024117|9|7|5|7|7
151024118|4|9|8|5|5
151024119|9|1|3|5|5
151024120|9|6|0|6|4
151025001|0|4|2|9|6
151025002|6|2|6|8|6
151025003|8|6|9|9|1
151025004|9|8|3|0|4
151025005|7|4|6|5|3
151025006|4|5|2|2|8
151025007|3|0|3|2|3
151025008|4|2|8|8|5
151025009|9|4|4|2|0
151025010|9|7|4|9|7
151025011|4|7|5|6|1
151025012|9|0|1|1|5
151025013|1|4|4|1|5
151025014|9|6|2|2|5
151025015|4|0|8|8|8
151025016|8|5|0|6|3
151025017|9|4|6|0|9
151025018|3|1|4|6|1
151025019|7|0|9|5|6
151025020|4|6|6|1|4
151025021|5|7|2|3|4
151025022|1|5|7|9|5
151025023|6|3|0|3|7
151025024|8|2|4|5|6
151025025|5|0|5|1|6
151025026|2|3|3|6|8
151025027|0|5|8|0|5
151025028|9|5|4|9|9
151025029|4|9|5|7|9
151025030|0|8|3|8|7
151025031|4|9|4|4|9
151025032|3|3|3|8|4
151025033|2|6|9|6|3
151025034|2|0|9|1|3
151025035|0|2|2|1|9
151025036|3|6|6|2|2
151025037|0|5|9|9|8
151025038|1|2|6|2|8
151025039|6|7|1|8|0
151025040|2|9|5|4|6
151025041|0|9|5|0|9
151025042|0|3|9|2|3
151025043|9|8|3|7|4
151025044|4|9|8|1|9
151025045|2|2|2|1|9
151025046|7|3|0|5|5
151025047|9|0|3|4|3
151025048|0|2|8|8|9
151025049|8|6|9|7|2
151025050|6|8|6|5|3
151025051|3|1|9|9|6
151025052|6|4|4|7|7
151025053|0|3|3|8|9
151025054|2|8|4|1|9
151025055|1|0|4|5|1
151025056|4|3|0|3|5
151025057|1|3|6|4|8
151025058|9|1|2|0|9
151025059|0|6|3|7|0
151025060|8|6|3|6|3
151025061|3|9|7|9|4
151025062|1|2|6|5|4
151025063|5|8|7|7|1
151025064|2|2|7|7|3
151025065|2|2|7|0|3
151025066|2|3|6|7|3
151025067|9|4|9|6|4
151025068|0|0|3|2|5
151025069|7|5|4|7|5
151025070|3|4|3|3|5
151025071|2|1|0|8|9
151025072|5|2|5|5|1
151025073|4|6|6|0|3
151025074|3|7|4|6|5
151025075|0|5|4|4|0
151025076|8|0|8|4|9
151025077|8|6|4|1|1
151025078|1|5|0|4|4
151025079|0|7|7|8|1
151025080|7|2|9|0|7
151025081|3|6|0|5|6
151025082|3|7|5|2|6
151025083|8|5|2|0|8
151025084|7|7|4|9|8
151025085|2|7|3|7|5
151025086|6|4|3|3|6
151025087|9|8|8|4|1
151025088|7|3|2|0|1
151025089|2|1|7|8|3
151025090|3|9|5|3|9
151025091|5|7|3|5|6
151025092|0|8|6|3|8
151025093|5|4|1|9|9
151025094|4|5|1|1|2
151025095|4|3|6|5|3
151025096|9|3|9|9|0
151025097|2|5|4|4|7
151025098|4|3|7|6|4
151025099|3|2|6|4|7
151025100|8|5|2|7|1
151025101|2|5|3|1|7
151025102|0|6|0|2|9
151025103|3|4|7|7|9
151025104|8|7|6|0|9
151025105|6|1|9|2|8
151025106|2|6|8|7|8
151025107|9|7|3|4|8
151025108|9|4|2|8|6
151025109|3|5|6|2|0
151025110|3|4|5|8|2
151025111|4|4|8|7|3
151025112|6|9|6|1|0
151025113|7|6|9|2|6
151025114|1|0|9|2|6
151025115|5|9|4|8|4
151025116|0|3|8|8|1
151025117|0|4|5|1|3
151025118|2|7|8|1|2
151025119|8|9|9|1|2
151025120|8|8|8|6|9
151026001|3|4|9|2|7
151026002|2|0|9|6|7
151026003|0|3|8|7|8
151026004|7|4|3|6|9
151026005|5|8|1|6|3
151026006|4|3|8|9|5
151026007|6|4|3|6|0
151026008|6|3|6|4|3
151026009|0|4|3|0|7
151026010|3|3|8|6|9
151026011|7|7|3|2|1
151026012|0|5|5|5|3
151026013|4|5|5|7|5
151026014|1|0|7|7|2
151026015|3|4|3|4|9
151026016|9|3|0|5|2
151026017|3|3|0|3|3
151026018|3|4|3|7|5
151026019|4|6|0|9|1
151026020|6|3|1|4|2
151026021|8|7|8|3|3
151026022|3|8|6|2|5
151026023|1|0|2|5|0
151026024|5|5|4|1|7
151026025|3|7|5|4|0
151026026|5|2|9|9|8
151026027|8|9|1|9|8
151026028|5|3|4|6|9
151026029|5|1|7|6|8
151026030|4|6|4|8|7
151026031|2|1|1|3|4
151026032|4|3|3|5|0
151026033|9|2|9|2|5
151026034|6|3|3|2|9
151026035|4|3|2|0|1
151026036|3|3|4|1|2
151026037|6|4|5|6|3
151026038|8|5|8|0|9
151026039|4|7|9|0|1
151026040|9|7|9|8|3
151026041|3|5|4|1|3
151026042|2|8|1|6|0
151026043|4|1|5|1|7
151026044|4|8|4|1|4
151026045|7|1|1|4|6
151026046|8|1|9|4|1
151026047|7|7|9|5|6
151026048|1|6|4|2|1
151026049|4|4|4|1|2
151026050|3|2|3|5|9
151026051|0|1|2|2|6
151026052|4|2|7|3|2
151026053|8|5|8|2|6
151026054|1|8|6|9|1
151026055|5|0|1|6|7
151026056|2|1|1|6|9
151026057|9|5|8|6|4
151026058|6|8|6|7|2
151026059|6|2|9|8|2
151026060|4|2|4|6|2
151026061|5|4|0|9|4
151026062|6|5|1|4|1
151026063|2|3|5|4|6
151026064|6|0|3|4|2
151026065|4|1|4|3|6
151026066|0|1|4|1|6
151026067|6|1|7|5|7
151026068|6|4|9|2|7
151026069|7|3|9|3|8
151026070|9|5|9|7|3
151026071|5|3|0|5|1
151026072|9|2|1|9|2
151026073|9|7|0|5|2
151026074|4|0|7|6|1
151026075|4|4|0|3|5
151026076|4|0|7|6|8
151026077|2|0|2|2|9
151026078|5|4|1|1|7
151026079|1|8|7|4|8
151026080|7|4|0|6|7
151026081|8|5|0|7|3
151026082|7|1|7|3|3
151026083|7|2|8|4|6
151026084|2|8|5|0|9
151026085|2|6|7|1|6
151026086|4|5|8|0|0
151026087|0|6|3|3|8
151026088|4|2|2|2|1
151026089|0|7|6|1|8
151026090|8|6|6|2|3
151026091|5|5|3|1|5
151026092|7|0|9|2|9
151026093|4|8|4|3|1
151026094|7|8|8|7|0
151026095|8|3|2|6|7
151026096|0|7|5|2|8
151026097|3|4|8|2|1
151026098|8|6|3|5|1
151026099|8|4|0|0|0
151026100|1|3|5|1|4
151026101|8|3|2|1|4
151026102|1|5|8|4|8
151026103|8|9|7|1|2
151026104|3|8|3|2|5
151026105|2|1|5|5|5
151026106|8|3|2|9|0
151026107|1|2|7|5|4
151026108|9|9|3|8|0
151026109|9|8|3|3|9
151026110|5|4|9|6|1
151026111|8|5|4|4|8
151026112|1|8|5|8|6
151026113|5|6|9|1|5
151026114|7|0|9|9|9
151026115|8|3|6|9|8
151026116|8|4|2|3|0
151026117|0|3|9|7|8
151026118|8|2|3|3|1
151026119|6|6|4|1|3
151026120|3|4|4|8|0
151027001|3|4|5|1|0
151027002|6|2|0|0|0
151027003|3|0|6|5|9
151027004|3|0|7|3|8
151027005|7|1|7|6|8
151027006|5|1|0|0|8
151027007|3|4|7|4|4
151027008|0|8|0|6|9
151027009|6|0|2|2|1
151027010|6|9|4|1|6
151027011|3|1|5|2|0
151027012|0|6|9|4|1
151027013|5|4|7|7|5
151027014|5|5|3|0|0
151027015|1|9|8|1|5
151027016|4|8|3|2|7
151027017|8|6|3|6|6
151027018|0|1|1|5|3
151027019|6|4|5|2|7
151027020|4|1|1|5|2
151027021|5|4|8|5|0
151027022|8|0|1|5|7
151027023|5|5|0|9|8
151027024|6|9|8|5|6
151027025|0|5|9|5|1
151027026|7|7|5|4|4
151027027|6|3|1|2|2
151027028|5|2|6|0|8
151027029|0|2|1|7|3
151027030|4|4|2|6|1
151027031|4|5|3|7|2
151027032|6|1|3|5|1
151027033|2|8|6|1|8
151027034|1|3|1|2|8
151027035|9|6|4|0|4
151027036|3|5|9|4|1
151027037|8|9|5|2|1
151027038|3|6|0|3|6
151027039|7|2|0|6|7
151027040|7|3|6|2|0
151027041|7|7|6|2|4
151027042|3|6|8|3|2
151027043|9|4|5|7|3
151027044|6|1|9|3|7
151027045|7|0|7|6|7
151027046|7|9|0|9|1
151027047|2|2|0|0|2
151027048|7|9|8|9|2
151027049|8|7|5|5|2
151027050|5|2|8|5|4
151027051|6|5|0|0|7
151027052|2|3|7|0|8
151027053|4|9|4|9|6
151027054|4|6|5|3|7
151027055|0|7|6|7|3
151027056|0|5|1|7|0
151027057|0|0|6|8|0
151027058|2|9|1|8|0
151027059|7|8|6|8|7
151027060|2|9|4|2|3
151027061|3|1|3|4|7
151027062|2|8|0|7|0
151027063|5|4|6|9|4
151027064|1|0|4|7|3
151027065|3|3|8|7|7
151027066|7|8|2|5|1
151027067|4|6|9|0|5
151027068|6|3|0|6|4
151027069|2|5|6|5|6
151027070|8|1|6|1|8
151027071|7|3|3|4|8
151027072|6|0|2|7|2
151027073|3|5|6|2|1
151027074|5|3|6|9|1
151027075|8|4|1|1|6
151027076|1|9|4|1|6
151027077|1|0|3|6|3
151027078|2|2|2|7|5
151027079|4|4|7|0|8
151027080|9|2|2|7|8
151027081|6|6|7|1|5
151027082|4|9|4|0|2
151027083|1|2|8|7|2
151027084|6|7|3|9|5
151027085|8|9|5|6|7
151027086|8|6|7|3|0
151027087|9|4|7|1|5
151027088|9|2|3|7|2
151027089|9|3|7|3|5
151027090|5|5|4|5|4
151027091|2|8|3|1|1
151027092|6|1|3|5|2
151027093|9|6|0|2|7
151027094|3|8|1|2|1
151027095|1|5|9|5|9
151027096|1|4|2|0|3
151027097|9|3|3|8|9
151027098|2|8|9|6|7
151027099|1|1|2|0|1
151027100|3|1|1|9|4
151027101|4|5|0|2|6
151027102|7|3|9|4|5
151027103|2|4|9|4|7
151027104|9|5|5|2|9
151027105|5|5|0|9|2
151027106|5|2|0|5|2
151027107|4|9|6|1|7
151027108|8|2|4|1|0
151027109|2|5|5|5|5
151027110|4|1|3|4|1
151027111|9|1|0|4|3
151027112|9|0|9|7|5
151027113|5|9|4|4|5
151027114|9|7|0|2|5
151027115|4|0|9|2|4
151027116|2|5|0|0|7
151027117|2|6|7|3|0
151027118|5|6|8|3|6
151027119|7|0|9|7|3
151027120|0|1|2|8|2
151028001|3|0|9|8|9
151028002|0|8|5|9|5
151028003|0|7|7|7|2
151028004|1|3|6|2|4
151028005|4|5|1|2|9
151028006|0|6|6|4|8
151028007|1|1|3|5|8
151028008|5|4|2|6|4
151028009|2|6|3|0|1
151028010|7|2|7|4|4
151028011|7|3|3|9|5
151028012|7|4|8|7|9
151028013|2|3|4|1|0
151028014|4|3|5|6|7
151028015|4|8|7|0|4
151028016|6|8|7|4|8
151028017|7|8|5|9|2
151028018|4|6|4|1|0
151028019|0|3|0|6|4
151028020|4|0|8|8|9
151028021|9|6|4|0|3
151028022|4|3|2|1|1
151028023|8|5|1|3|0
151028024|6|0|1|6|1
151028025|4|4|7|7|2
151028026|2|1|9|0|5
151028027|9|5|6|9|0
151028028|5|1|6|2|8
151028029|9|2|1|1|6
151028030|1|2|5|4|9
151028031|2|1|7|0|2
151028032|2|1|8|0|8
151028033|6|0|5|0|6
151028034|9|2|8|5|3
151028035|0|2|0|5|6
151028036|4|8|3|1|1
151028037|3|3|3|0|2
151028038|9|1|0|4|1
151028039|3|1|7|5|1
151028040|8|3|6|6|1
151028041|2|7|8|8|3
151028042|1|9|5|0|4
151028043|5|2|9|5|1
151028044|7|4|3|0|3
151028045|1|0|9|0|7
151028046|0|4|8|8|7
151028047|2|7|8|5|7
151028048|8|5|5|3|5
151028049|7|2|0|2|9
151028050|0|5|8|4|7
151028051|5|0|3|6|3
151028052|1|5|3|1|7
151028053|3|5|3|9|0
151028054|2|1|7|2|1
151028055|6|2|7|6|8
151028056|1|4|2|3|4
151028057|0|9|7|8|2
151028058|7|1|7|8|3
151028059|2|7|9|6|4
151028060|0|6|4|3|0
151028061|8|5|2|0|4
151028062|1|5|7|9|7
151028063|7|7|1|2|7
151028064|5|7|8|9|0
151028065|1|2|3|3|0
151028066|8|4|9|1|5
151028067|6|5|7|3|5
151028068|8|6|0|4|6
151028069|2|9|7|7|4
151028070|3|5|0|2|0
151028071|3|7|4|8|9
151028072|8|8|0|4|7
151028073|5|5|5|7|0
151028074|6|1|9|8|6
151028075|8|1|4|2|2
151028076|2|6|4|0|1
151028077|6|7|6|8|1
151028078|6|9|8|7|9
151028079|2|8|5|8|5
151028080|4|7|6|1|2
151028081|2|7|9|8|1
151028082|4|9|4|9|1
151028083|3|4|1|0|3
151028084|9|2|6|3|5
151028085|0|0|4|9|5
151028086|6|6|7|8|5
151028087|6|5|7|2|8
151028088|5|9|2|1|5
151028089|0|8|5|4|9
151028090|0|5|4|9|5
151028091|4|0|6|5|8
151028092|7|4|4|0|6
151028093|9|2|0|4|5
151028094|7|2|9|7|4
151028095|1|2|8|0|5
151028096|0|3|4|1|6
151028097|9|5|2|7|1
151028098|2|0|8|3|8
151028099|8|6|8|2|3
151028100|1|1|3|4|8
151028101|6|8|9|2|3
151028102|1|0|6|6|8
151028103|5|9|5|0|2
151028104|6|2|8|3|5
151028105|3|5|6|4|2
151028106|5|3|1|8|4
151028107|7|8|7|3|9
151028108|6|3|0|9|2
151028109|4|4|2|6|2
151028110|4|2|4|9|4
151028111|9|7|2|2|8
151028112|7|2|3|8|0
151028113|7|1|7|7|5
151028114|7|1|4|8|9
151028115|2|5|1|5|8
151028116|8|5|5|6|5
151028117|9|4|9|5|1
151028118|5|5|1|6|8
151028119|6|3|8|6|0
151028120|4|8|0|2|5
151029001|5|4|7|9|2
151029002|5|2|5|6|9
151029003|9|4|7|1|9
151029004|4|7|2|4|2
151029005|2|1|9|7|4
151029006|9|5|4|1|0
151029007|0|9|4|1|0
151029008|7|2|7|4|0
151029009|1|6|4|4|6
151029010|1|8|3|0|0
151029011|4|7|9|9|0
151029012|6|0|9|4|4
151029013|4|9|2|1|1
151029014|9|0|5|3|3
151029015|0|8|5|7|9
151029016|0|9|8|4|9
151029017|3|4|0|1|3
151029018|5|9|4|2|1
151029019|7|1|4|0|8
151029020|8|8|4|9|9
151029021|5|5|5|7|8
151029022|6|1|7|2|5
151029023|5|2|2|3|2
151029024|7|8|9|9|2
151029025|9|1|9|9|1
151029026|7|6|1|8|8
151029027|4|6|6|8|5
151029028|2|4|9|0|2
151029029|5|2|4|8|7
151029030|4|5|5|5|9
151029031|2|4|0|0|7
151029032|8|4|3|8|7
151029033|4|6|8|7|6
151029034|4|0|6|6|1
151029035|6|6|9|2|6
151029036|8|5|5|7|8
151029037|3|3|8|1|9
151029038|1|2|1|8|9
151029039|3|0|2|1|2
151029040|7|8|5|9|6
151029041|9|3|3|4|8
151029042|2|4|1|3|9
151029043|3|7|9|9|6
151029044|8|0|4|7|5
151029045|9|9|9|7|2
151029046|3|7|8|6|6
151029047|6|6|4|8|4
151029048|0|0|9|0|9
151029049|2|0|1|0|1
151029050|1|2|8|2|1
151029051|2|9|4|8|9
151029052|8|6|3|6|6
151029053|8|7|3|9|5
151029054|5|7|4|4|4
151029055|9|4|4|9|3
151029056|2|0|2|7|4
151029057|5|5|9|0|1
151029058|8|6|4|1|1
151029059|9|8|7|4|3
151029060|0|5|0|8|9
151029061|5|9|5|7|0
151029062|5|5|8|9|1
151029063|5|3|6|9|1
151029064|6|1|2|1|8
151029065|2|8|9|0|9
151029066|1|3|7|1|5
151029067|7|1|4|8|2
151029068|6|0|9|7|2
151029069|8|5|8|0|5
151029070|7|7|3|9|9
151029071|0|7|2|0|1
151029072|0|9|6|3|3
151029073|5|8|5|5|8
151029074|1|1|7|2|9
151029075|3|2|8|5|7
151029076|8|2|7|6|2
151029077|6|0|6|0|5
151029078|7|0|1|3|1
151029079|4|6|4|3|6
151029080|7|9|6|3|2
151029081|3|4|2|6|5
151029082|5|9|0|9|2
151029083|0|0|7|6|0
151029084|4|8|1|8|5
151029085|2|0|8|3|8
151029086|2|1|1|9|6
151029087|2|1|0|5|7
151029088|1|9|5|2|3
151029089|8|4|5|3|1
151029090|4|2|7|8|5
151029091|4|5|3|3|5
151029092|9|5|7|1|9
151029093|8|1|8|5|6
151029094|6|1|5|5|7
151029095|5|8|1|5|6
151029096|7|0|8|2|7
151029097|8|6|5|5|0
151029098|3|8|8|7|6
151029099|7|3|6|5|0
151029100|9|9|3|0|0
151029101|0|1|0|6|0
151029102|9|3|4|5|2
151029103|2|5|0|8|3
151029104|7|2|2|1|0
151029105|6|6|4|4|5
151029106|6|8|6|2|3
151029107|5|1|8|8|8
151029108|5|6|0|9|4
151029109|4|7|9|5|1
151029110|7|1|9|5|5
151029111|7|6|2|2|8
151029112|4|5|9|2|5
151029113|3|5|4|3|6
151029114|8|3|6|7|6
151029115|0|1|2|2|9
151029116|4|5|0|7|9
151029117|1|9|7|7|5
151029118|6|4|5|2|4
151029119|2|2|4|1|0
151029120|3|6|5|0|4
151030001|3|0|6|7|4
151030002|5|0|8|8|8
151030003|1|6|1|6|8
151030004|8|8|2|9|2
151030005|4|3|2|0|1
151030006|1|4|4|6|9
151030007|7|4|7|9|0
151030008|4|5|2|7|1
151030009|9|9|2|1|2
151030010|1|9|1|1|2
151030011|0|4|0|1|1
151030012|7|6|7|7|7
151030013|3|8|1|1|3
151030014|8|8|6|7|9
151030015|4|9|1|8|2
151030016|5|4|7|5|5
151030017|5|3|8|5|2
151030018|0|0|6|5|9
151030019|0|3|5|9|7
151030020|8|0|7|3|3
151030021|5|9|2|9|7
151030022|0|8|2|5|6
151030023|3|1|9|7|5
151030024|3|7|2|6|3
151030025|3|9|7|9|9
151030026|2|0|4|8|5
151030027|2|1|4|6|0
151030028|8|8|3|6|9
151030029|3|9|1|4|2
151030030|7|6|9|1|2
151030031|3|6|3|6|6
151030032|1|5|2|3|2
151030033|2|5|8|1|2
151030034|7|5|6|4|7
151030035|5|1|7|2|0
151030036|0|7|9|6|9
151030037|6|8|2|4|7
151030038|4|1|2|6|6
151030039|3|6|7|2|7
151030040|8|4|7|4|7
151030041|2|0|3|9|3
151030042|5|8|1|5|4
151030043|9|2|6|1|7
151030044|5|1|8|8|7
151030045|3|4|4|2|9
151030046|4|2|0|6|0
151030047|6|2|5|8|6
151030048|0|8|7|9|2
151030049|7|8|3|5|3
151030050|9|9|9|0|4
151030051|5|1|9|3|9
151030052|7|9|1|3|6
151030053|2|1|7|6|9
151030054|7|2|3|5|7
151030055|8|2|2|1|5
151030056|8|3|1|7|1
151030057|2|3|8|9|7
151030058|3|7|8|5|3
151030059|3|3|2|4|5
151030060|7|6|5|2|6
151030061|8|9|8|4|0
151030062|1|0|2|9|4
151030063|3|3|3|8|3
151030064|0|7|4|2|3
151030065|7|5|3|2|4
151030066|3|2|7|1|2
151030067|4|4|0|1|5
151030068|2|1|2|8|9
151030069|6|7|2|7|6
151030070|3|4|5|3|4
151030071|8|9|7|0|6
151030072|2|9|1|9|9
151030073|9|2|5|8|4
151030074|6|6|1|6|8
151030075|1|1|0|3|1
151030076|3|3|8|7|1
151030077|8|4|8|2|5
151030078|0|6|9|0|6
151030079|3|3|9|5|5
151030080|1|0|3|9|4
151030081|9|7|6|5|8
151030082|4|3|5|5|6
151030083|0|7|7|9|0
151030084|4|1|8|6|4
151030085|8|2|3|6|5
151030086|8|5|3|9|0
151030087|8|8|7|9|9
151030088|9|6|5|2|9
151030089|4|7|2|1|0
151030090|2|6|9|1|6
151030091|0|7|5|7|1
151030092|8|7|1|4|8
151030093|9|4|2|9|3
151030094|5|1|5|0|3
151030095|0|8|4|8|8
151030096|7|7|2|4|8
151030097|5|0|5|4|6
151030098|9|2|3|3|5
151030099|4|1|7|4|6
151030100|7|2|2|6|6
151030101|4|4|1|0|7
151030102|8|3|5|1|0
151030103|3|1|7|6|2
151030104|4|2|9|9|4
151030105|4|3|1|5|1
151030106|6|3|8|4|7
151030107|0|4|7|2|6
151030108|6|6|4|8|8
151030109|3|9|5|7|2
151030110|9|8|3|9|9
151030111|6|5|7|9|5
151030112|9|2|4|9|4
151030113|1|6|9|1|3
151030114|3|8|3|2|1
151030115|7|5|9|8|3
151030116|8|2|8|2|6
151030117|9|3|6|0|8
151030118|7|0|5|0|0
151030119|2|9|2|8|1
151030120|1|0|4|2|8
151031001|1|2|3|5|8
151031002|2|2|7|3|6
151031003|9|7|3|8|6
151031004|4|8|0|6|1
151031005|4|1|6|6|8
151031006|5|1|7|1|5
151031007|8|9|6|9|3
151031008|6|8|9|6|8
151031009|2|1|9|2|7
151031010|4|1|4|9|9
151031011|7|1|2|7|6
151031012|8|7|6|3|8
151031013|6|3|5|2|1
151031014|9|2|3|3|6
151031015|2|0|9|8|4
151031016|2|5|0|6|4
151031017|5|3|0|7|1
151031018|8|2|7|7|7
151031019|9|8|3|7|7
151031020|6|6|8|7|0
151031021|8|7|8|3|0
151031022|7|9|0|1|4
151031023|9|7|0|4|0
151031024|0|3|5|7|8
151031025|3|2|5|3|4
151031026|3|0|7|8|8
151031027|6|5|6|9|3
151031028|3|5|0|8|9
151031029|6|1|6|1|4
151031030|4|2|7|9|4
151031031|3|5|5|1|0
151031032|3|3|7|9|3
151031033|6|2|6|6|6
151031034|7|9|4|5|7
151031035|0|1|0|7|3
151031036|2|6|7|4|2
151031037|5|1|2|6|9
151031038|5|0|6|9|3
151031039|9|6|1|3|2
151031040|4|1|4|6|3
151031041|4|0|3|4|5
151031042|3|2|3|1|1
151031043|4|2|7|2|0
151031044|1|2|2|7|5
151031045|9|9|6|0|3
151031046|6|6|7|6|3
151031047|6|0|3|5|8
151031048|0|3|1|3|8
151031049|7|9|7|6|4
151031050|9|2|0|5|4
151031051|3|0|9|8|8
151031052|3|5|2|0|8
151031053|4|3|3|2|0
151031054|9|1|3|1|3
151031055|1|2|3|1|8
151031056|2|9|5|0|8
151031057|4|4|3|1|9
151031058|3|6|2|4|6
151031059|2|6|4|1|5
151031060|9|6|1|4|2
151031061|0|8|6|0|8
151031062|1|3|9|1|5
151031063|5|7|9|8|5
151031064|9|2|7|0|1
151031065|2|8|2|6|2
151031066|5|2|5|2|3
151031067|3|2|9|5|4
151031068|6|2|5|7|8
151031069|3|6|2|7|0
151031070|3|7|1|3|7
151031071|2|0|5|7|5
151031072|0|7|6|0|5
151031073|8|0|5|1|5
151031074|4|1|7|3|5
151031075|6|0|6|6|8
151031076|4|1|3|5|3
151031077|1|2|5|0|9
151031078|8|4|4|6|6
151031079|0|3|7|1|5
151031080|0|5|7|2|2
151031081|0|1|6|2|1
151031082|7|6|4|3|5
151031083|7|3|5|5|8
151031084|7|4|5|9|0
151031085|7|9|4|2|3
151031086|3|1|2|3|7
151031087|7|7|4|3|8
151031088|9|5|0|5|2
151031089|7|3|7|5|6
151031090|9|9|4|6|9
151031091|0|9|4|8|8
151031092|0|4|9|6|1
151031093|3|4|3|5|3
151031094|5|3|0|8|0
151031095|9|1|1|1|7
151031096|8|2|3|8|8
151031097|0|9|6|3|0
151031098|9|8|0|1|4
151031099|4|7|3|6|2
151031100|9|2|1|2|8
151031101|7|5|1|7|3
151031102|8|9|3|4|8
151031103|3|7|5|2|9
151031104|9|3|5|9|8
151031105|5|1|1|9|8
151031106|0|5|2|4|1
151031107|0|8|5|4|8
151031108|5|8|4|3|5
151031109|0|4|2|2|9
151031110|6|7|1|9|7
151031111|9|9|5|3|7
151031112|6|5|2|9|3
151031113|7|9|0|2|6
151031114|2|8|6|0|5
151031115|4|2|0|9|1
151031116|8|5|5|3|1
151031117|4|0|2|0|0
151031118|3|3|8|6|1
151031119|6|4|9|9|1
151031120|6|8|6|1|1
151101001|6|0|2|8|4
151101002|0|4|6|3|9
151101003|0|8|8|1|2
151101004|0|9|9|2|5
151101005|6|9|4|6|1
151101006|4|3|1|2|2
151101007|8|2|2|3|5
151101008|2|2|4|8|7
151101009|6|3|3|9|4
151101010|5|5|7|8|5
151101011|7|4|2|7|4
151101012|4|4|1|9|6
151101013|7|1|5|8|9
151101014|6|8|2|8|0
151101015|2|9|2|0|8
151101016|1|0|2|8|6
151101017|9|9|7|3|4
151101018|7|9|4|3|2
151101019|9|6|9|7|1
151101020|3|2|7|1|0
151101021|7|3|3|4|4
151101022|0|4|8|4|1
151101023|7|9|3|9|2
151101024|6|4|9|9|5
151101025|3|8|3|8|8
151101026|6|1|9|5|0
151101027|2|8|6|3|2
151101028|5|2|7|4|1
151101029|9|8|6|2|2
151101030|8|1|0|4|5
151101031|9|8|5|1|6
151101032|6|8|2|7|0
151101033|5|6|6|5|3
151101034|5|9|6|5|2
151101035|7|2|2|5|5
151101036|9|8|0|9|6
151101037|0|4|6|7|0
151101038|0|5|0|8|3
151101039|3|4|9|6|9
151101040|9|9|1|9|2
151101041|5|8|9|7|9
151101042|4|0|7|1|4
151101043|0|4|6|5|8
151101044|6|1|4|8|3
151101045|3|5|6|0|3
151101046|9|9|1|3|0
151101047|5|2|3|4|0
151101048|7|4|5|3|8
151101049|2|3|2|4|8
151101050|0|1|9|0|9
151101051|4|9|0|4|3
151101052|5|5|2|4|8
151101053|5|7|5|6|6
151101054|1|7|1|6|9
151101055|1|6|3|8|9
151101056|4|8|6|1|4
151101057|2|5|1|8|2
151101058|7|0|4|3|4
151101059|6|1|3|8|7
151101060|0|8|7|9|3
151101061|1|5|5|3|9
151101062|0|2|5|6|7
151101063|0|9|7|4|0
151101064|4|9|3|3|7
151101065|0|1|2|9|7
151101066|8|9|3|5|1
151101067|2|9|8|4|5
151101068|7|2|7|4|4
151101069|9|5|1|1|7
151101070|3|4|4|0|2
151101071|6|3|5|5|6
151101072|5|3|7|5|4
151101073|7|4|1|6|2
151101074|7|9|1|3|0
151101075|4|9|3|7|5
151101076|9|4|5|9|1
151101077|3|3|5|5|4
151101078|8|5|7|8|5
151101079|0|8|4|9|0
151101080|0|3|6|9|0
151101081|0|3|1|3|6
151101082|7|1|9|1|2
151101083|6|8|2|8|6
151101084|8|3|7|7|3
151101085|3|0|3|5|2
151101086|7|4|3|9|2
151101087|0|8|3|6|2
151101088|9|0|6|9|7
151101089|1|0|6|2|7
151101090|1|5|5|3|6
151101091|3|6|9|4|4
151101092|9|7|0|0|7
151101093|2|3|2|2|1
